A_0	A_1	A_2	R_0	R_1	R_2	R_3	R_4	R_5	R_6	R_7	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
1	#	0	0	#	0	#	0	#	#	#	0	0.2693290743429045
1	1	#	#	0	#	0	1	#	1	#	1	1.0
1	#	#	#	#	#	#	1	#	1	#	1	0.12071966324265888
#	1	1	#	#	#	0	#	0	#	0	1	0.0
#	1	#	#	#	0	0	0	#	#	#	0	0.26150027784488145
0	0	#	0	#	#	1	#	1	#	0	1	0.0
0	#	1	#	#	#	0	#	#	#	#	0	0.5734249721032963
1	1	1	#	#	#	#	#	#	#	0	1	0.0
0	#	1	#	#	#	1	0	#	#	#	1	0.13168724279835387
#	0	#	0	0	1	#	0	#	#	#	0	0.2373046875
0	0	#	1	#	#	1	#	#	#	#	1	0.2994492622121735
#	#	#	1	1	#	1	#	1	1	#	1	1.0
0	#	1	0	#	#	#	#	#	#	#	0	0.13168724279835387
#	1	#	#	#	0	#	#	#	0	#	0	0.7737809374999998
0	#	#	#	#	#	#	#	#	0	0	1	0.023847592523562257
1	0	#	0	#	#	#	0	0	#	1	0	1.0
#	0	#	#	#	#	#	#	#	1	1	0	0.008894625649883995
1	0	0	1	#	1	#	#	#	#	#	1	0.03125
#	#	1	#	1	#	1	#	#	1	1	1	0.07775999999999998
0	1	#	0	#	0	#	#	#	#	#	0	1.0
#	1	#	#	#	#	#	#	#	1	1	1	0.17525145137855438
#	1	#	#	#	0	#	#	0	#	#	0	0.3276800000000001
1	0	#	#	#	#	#	#	#	#	1	0	0.03125
#	1	0	#	#	#	#	1	#	1	#	1	0.2373046875
#	#	0	1	1	1	#	#	#	#	#	0	0.0009765625
#	0	#	1	#	1	#	1	#	#	#	1	0.13168724279835387
1	1	#	#	0	0	#	#	#	0	#	0	0.03125
#	0	#	0	0	1	#	0	#	#	0	0	0.03125
1	#	1	#	#	#	1	#	0	#	0	1	0.0
#	#	0	0	#	#	#	1	#	0	#	0	0.13168724279835387
#	0	0	0	#	#	#	#	#	0	1	0	1.0
0	0	#	1	1	#	#	1	#	#	#	0	0.0
0	0	#	1	#	#	1	#	#	0	#	1	0.2373046875
#	0	0	0	0	#	#	#	#	#	#	0	1.0
0	#	0	#	#	1	#	#	#	#	0	1	0.010240000000000003
#	0	#	#	0	#	#	#	0	#	#	0	0.095367431640625
0	0	#	0	#	#	0	#	#	0	1	0	0.066384
0	#	1	#	0	1	#	#	#	#	#	0	0.03125
#	1	#	#	#	#	1	#	#	#	1	1	0.03125
0	#	0	#	#	#	#	#	#	#	#	1	0.06092699470458736
1	1	#	#	#	#	#	1	#	#	1	0	0.03125
#	0	0	#	0	#	#	#	#	#	#	0	0.13168724279835387
1	1	#	#	#	#	#	#	0	0	#	0	1.0
0	0	#	1	1	#	#	#	#	#	0	1	0.1
